19980.0000000000    0    0
19980.5000000000    0    0
19981.0000000000    0    0
19981.5000000000    0    0
19982.0000000000    0    0
19982.5000000000    0    0
19983.0000000000    0    0
19983.5000000000    0    0
19984.0000000000    0    0
19984.5000000000    0    0
19985.0000000000    0    0
19985.5000000000    0    0
19986.0000000000    0    0
19986.5000000000    0    0
19987.0000000000    0    0
19987.5000000000    0    0
19988.0000000000    0    0
19988.5000000000    0    0
19989.0000000000    0    0
19989.5000000000    0    0
19990.0000000000    0    1
19990.5000000000    0    1
19991.0000000000    0    0
19991.5000000000    0    2
19992.0000000000    0    5
19992.5000000000    1   20
19993.0000000000    0   40
19993.5000000000    1   40
19994.0000000000    2   50
19994.5000000000    6   80
19995.0000000000    7   90
19995.5000000000   10  100
19996.0000000000   20  200
19996.5000000000    9  100
19997.0000000000   90  200
19997.5000000000  100  600
19998.0000000000   90  700
19998.5000000000   90  800
19999.0000000000 1000  800
19999.5000000000 1200  900
20000.0000000000 1500  850
20000.5000000000 1000  800
20001.0000000000  150  700
20001.5000000000   80  600
20002.0000000000   80  400
20002.5000000000   10  200
20003.0000000000    7  100
20003.5000000000    9  100
20004.0000000000    9   90
20004.5000000000    6   90
20005.0000000000    4   90
20005.5000000000    4   70
20006.0000000000    3   50
20006.5000000000    1   50
20007.0000000000    1   40
20007.5000000000    0   30
20008.0000000000    0   10
20008.5000000000    0    7
20009.0000000000    0    5
20009.5000000000    0    5
20010.0000000000    0    5
20010.5000000000    0    0
20011.0000000000    0    1
20011.5000000000    0    0
20012.0000000000    0    0
20012.5000000000    1    0
20013.0000000000    0    1
20013.5000000000    0    1
20014.0000000000    0    1
20014.5000000000    0    0
20015.0000000000    0    0
20015.5000000000    0    2
20016.0000000000    0    0
20016.5000000000    0    0
20017.0000000000    0    0
20017.5000000000    0    0
20018.0000000000    0    0
20018.5000000000    0    0
20019.0000000000    0    0
20019.5000000000    0    0
19980.0000000000    0    0
19980.5000000000    0    0
19981.0000000000    0    0
19981.5000000000    0    0
19982.0000000000    0    0
19982.5000000000    0    0
19983.0000000000    0    0
19983.5000000000    0    0
19984.0000000000    0    0
19984.5000000000    0    0
19985.0000000000    0    0
19985.5000000000    0    0
19986.0000000000    0    0
19986.5000000000    0    0
19987.0000000000    0    0
19987.5000000000    0    0
19988.0000000000    0    0
19988.5000000000    0    0
19989.0000000000    0    0
19989.5000000000    0    0
19990.0000000000    0    0
19990.5000000000    0    0
19991.0000000000    0    0
19991.5000000000    0    0
19992.0000000000    0    0
19992.5000000000    0    0
19993.0000000000    0    0
19993.5000000000    0    0
19994.0000000000    0    0
19994.5000000000    0    0
19995.0000000000    0    0
19995.5000000000    0    0
19996.0000000000    0    0
19996.5000000000    0    0
19997.0000000000    0    0
19997.5000000000    0    0
19998.0000000000    0    0
19998.5000000000    0    0
19999.0000000000    0    0
19999.5000000000    0    0
20000.0000000000    0    0
20000.5000000000    0    0
20001.0000000000    0    0
20001.5000000000    0    0
20002.0000000000    0    0
20002.5000000000    0    0
20003.0000000000    0    0
20003.5000000000    0    0
20004.0000000000    0    0
20004.5000000000    0    0
20005.0000000000    0    0
20005.5000000000    0    0
20006.0000000000    0    0
20006.5000000000    0    0
20007.0000000000    0    0
20007.5000000000    0    0
20008.0000000000    0    0
20008.5000000000    0    0
20009.0000000000    0    0
20009.5000000000    0    0
20010.0000000000    0    0
20010.5000000000    0    0
20011.0000000000    0    0
20011.5000000000    0    0
20012.0000000000    0    0
20012.5000000000    0    0
20013.0000000000    0    0
20013.5000000000    0    0
20014.0000000000    0    0
20014.5000000000    0    0
20015.0000000000    0    0
20015.5000000000    0    0
20016.0000000000    0    0
20016.5000000000    0    0
20017.0000000000    0    0
20017.5000000000    0    0
20018.0000000000    0    0
20018.5000000000    0    0
20019.0000000000    0    0
20019.5000000000    0    0
